Timestep,BLTI,BRTI,C7,CHIN,CLAV,FBBT,FLTI,FRBT,FRTI,LAKI,LANK,LBAC,LBHD,LBWT,LELB,LELS,LELSO,LFBB,LFBT,LFFB,LFFT,LFHD,LFIN,LFLB,LFLT,LFMB,LFMT,LFPI,LFRM,LFWT,LHAP,LHBA,LHEB,LHEE,LHFR,LHME,LHPI,LHTH,LHTO,LKNE,LKNI,LMT5,LSCA,LSHN,LSHO,LTIA,LTIB,LTIC,LTOE,LTOP,LTOS,LUMB,LUMC,LWRA,LWRB,NOSE,RAKI,RANK,RBAC,RBHD,RBWT,RELB,RELS,RELSO,RFBB,RFBT,RFFB,RFFT,RFHD,RFIN,RFLB,RFLT,RFMB,RFMT,RFPI,RFRM,RFWT,RHAP,RHBA,RHEB,RHEE,RHFR,RHME,RHPI,RHTH,RHTO,RIBL,RIBR,RITL,RITR,RKNE,RKNI,RMT5,RSCA,RSHN,RSHO,RTIA,RTIB,RTIC,RTOE,RTOP,RTOS,RWRA,RWRB,THD
115,0.0406639,0.0036746,0.0244,0.0122667,0.0094366,0.0430879,0.0374246,0.00366224,0.00366158,0.0452202,0.0554255,0.00296083,0.0117439,0.00910241,0.0178203,0.0106108,0.00714122,0.0221941,0.0118285,0.0255107,0.00932388,0.00809097,0.0245829,0.0246971,0.0128278,0.0202356,0.00754473,0.0566873,0.0116654,0.00387628,0.00773006,0.00665344,0.0444544,0.0440011,0.00715225,0.0173453,0.0132168,0.0176566,0.00567101,0.0269521,0.0353927,0.0508734,0.00672125,0.036863,0.0246562,0.0331349,0.0403484,0.043897,0.0517751,0.050383,0.0495956,0.0177302,0.0230192,0.00708545,0.0177725,0.00828779,0.014051,0.0121612,0.00381188,0.00811891,0.0132334,0.0187926,0.00715515,0.00492719,0.0044958,0.00700471,0.00397759,0.00552084,0.00674616,0.00904213,0.00408405,0.00580202,0.0042792,0.00619304,0.00797171,0.00342889,0.00615117,0.00185367,0.0035278,0.00699811,0.00707863,0.00276993,0.00764301,0.00698884,0.00425697,0.00330638,0.00196457,0.00511028,0.00968278,0.0115574,0.0104429,0.0066496,0.00516804,0.00564221,0.00461349,0.0191534,0.00442349,0.003906,0.00357295,0.00929173,0.00564372,0.00627445,0.00715829,0.0081221,0.0060493
116,0.0268224,0.00313527,0.0225921,0.0102192,0.00865689,0.027079,0.0252027,0.00268325,0.00302103,0.0262434,0.0370041,0.00458531,0.0109559,0.00866586,0.0195969,0.0121226,0.00725846,0.0177853,0.00808551,0.0203963,0.00623647,0.00391806,0.0253292,0.0202638,0.0105423,0.015573,0.00422086,0.0345004,0.0124759,0.00609892,0.00927251,0.00824457,0.0228256,0.0243369,0.00882767,0.0158841,0.013262,0.0177307,0.00673273,0.0210747,0.0291511,0.0286658,0.0050306,0.0274723,0.0254855,0.0248495,0.0267408,0.0268275,0.0292503,0.0286385,0.0274097,0.0186147,0.0236491,0.00685128,0.0169465,0.00399978,0.014128,0.0110339,0.0066008,0.00742648,0.0151385,0.0178436,0.00940301,0.00835806,0.00444546,0.00748395,0.00403349,0.00668899,0.00372457,0.00540974,0.00413487,0.00683059,0.00459141,0.00727732,0.00597741,0.00592118,0.00801082,0.00479854,0.00552079,0.00746599,0.00618102,0.0053859,0.0117648,0.00896362,0.00700193,0.00563468,0.00435923,0.00616309,0.0117303,0.0129936,0.010561,0.00725877,0.00327296,0.00806649,0.00388826,0.0207106,0.00375788,0.00319109,0.00248712,0.00741663,0.00569677,0.00588112,0.0104058,0.0119461,0.00164676
117,0.0152931,0.00190293,0.0223889,0.00967603,0.00939879,0.013519,0.0140679,0.00114373,0.0017125,0.0105435,0.0232098,0.00715505,0.0115976,0.00816708,0.020411,0.0128471,0.00699284,0.0126308,0.00468776,0.0144235,0.00445506,0.00398408,0.0248138,0.0149649,0.0086458,0.0102998,0.00239696,0.017138,0.0121602,0.00801365,0.0108396,0.00951166,0.00816196,0.0125848,0.0104168,0.0122282,0.0123433,0.0164695,0.00818507,0.0143706,0.0221471,0.0106513,0.00501313,0.0182713,0.0265784,0.016237,0.0145995,0.0126719,0.0113456,0.0122284,0.00942468,0.0189162,0.0235857,0.0068449,0.0141658,0.00454404,0.0141446,0.0105034,0.00943741,0.00952166,0.0167787,0.0160481,0.0111908,0.0112704,0.00417769,0.00777163,0.00367616,0.00731203,0.00694053,0.0040068,0.00386567,0.00728328,0.00467243,0.00805645,0.00359085,0.00812528,0.00938453,0.00797492,0.00788055,0.00745473,0.00478843,0.00811523,0.0145576,0.0124022,0.00901386,0.00823548,0.0070481,0.00736319,0.0148895,0.0154546,0.0102208,0.00806607,0.000959141,0.0118544,0.00239663,0.0224982,0.00257165,0.00179427,0.000932296,0.00556863,0.0055102,0.00634786,0.0136331,0.0146575,0.0063259
118,0.00853957,0.00108555,0.0241839,0.0106339,0.0104284,0.0055773,0.00640312,0.00152846,0.00112538,0.0045865,0.0157943,0.00871398,0.0117013,0.00756101,0.0201312,0.0126972,0.00671356,0.00827288,0.0036698,0.00939698,0.0052067,0.00663106,0.0239798,0.010466,0.00785817,0.00574316,0.00384985,0.00823964,0.0114198,0.00912,0.0115067,0.00991843,0.0103813,0.0129178,0.0112314,0.00909027,0.0119295,0.015153,0.00905022,0.00926265,0.0160772,0.00302091,0.00534345,0.0111375,0.0269348,0.00934821,0.00641422,0.00530514,0.00440846,0.00755879,0.00592296,0.0184323,0.0227914,0.00822409,0.0111832,0.00802814,0.0143547,0.0111384,0.0109046,0.0109297,0.017602,0.0143295,0.0117371,0.0126247,0.00438156,0.00825836,0.00347962,0.00767703,0.0104813,0.00528311,0.00395018,0.00750676,0.00503628,0.0087807,0.00247309,0.00893936,0.0100702,0.00967355,0.00909012,0.0069926,0.0027344,0.00938539,0.0147996,0.0141246,0.00917018,0.00948311,0.0088188,0.00800324,0.0170574,0.0172713,0.00964873,0.0085844,0.00228727,0.0144296,0.00114311,0.023445,0.00230343,0.00117441,0.00174403,0.00492606,0.00516426,0.00802294,0.0148937,0.0153189,0.00975403
119,0.00690927,0.00167693,0.0261297,0.0113343,0.0108899,0.00606713,0.00363757,0.00265813,0.00183194,0.010463,0.0118097,0.0092811,0.0109119,0.00696599,0.0194599,0.0120536,0.00652389,0.00493616,0.00499135,0.00543486,0.00674839,0.00757354,0.022923,0.00664393,0.00748302,0.00257462,0.00600937,0.00785608,0.0107126,0.00947785,0.0112536,0.00974204,0.017331,0.0175,0.0111765,0.00729989,0.0115468,0.0139028,0.0091977,0.00716265,0.0109446,0.0101882,0.00519505,0.00525207,0.0264506,0.00372432,0.00363261,0.00751663,0.0106084,0.0123879,0.0133629,0.0174049,0.0215975,0.00895118,0.00926857,0.00973528,0.0145216,0.0118387,0.0111685,0.0108619,0.017815,0.0133769,0.0114468,0.0128254,0.00487771,0.00882277,0.00355941,0.00789132,0.0119317,0.00606514,0.00428086,0.00767966,0.00550322,0.00932192,0.00349374,0.00884585,0.0100625,0.0101206,0.00922975,0.00688473,0.0019551,0.00956218,0.0139411,0.0140714,0.00866975,0.0096297,0.0095087,0.00799065,0.0177682,0.0180048,0.00930704,0.00870014,0.00385178,0.0155358,0.00153032,0.0234828,0.00277331,0.00192383,0.0029321,0.00553988,0.00541182,0.00904445,0.014782,0.0150207,0.0106694
120,0.00981145,0.00247287,0.0271805,0.0117922,0.0111895,0.0107896,0.00766891,0.00321835,0.00244723,0.0162302,0.0115189,0.00898864,0.0100734,0.00659937,0.0184791,0.0107866,0.00571424,0.00372205,0.00634968,0.00449069,0.00821297,0.00736475,0.0213616,0.00447781,0.00721012,0.00370056,0.00773457,0.0120185,0.00951614,0.00952115,0.0101812,0.00883371,0.0225024,0.0215733,0.0102716,0.00550271,0.0103416,0.0122221,0.00854593,0.00932826,0.00784022,0.0160534,0.00457601,0.0040359,0.0251943,0.00380131,0.00806924,0.0123361,0.0163843,0.0174208,0.019063,0.0164023,0.020646,0.00802322,0.00785134,0.0101937,0.0147597,0.0130668,0.0106135,0.0102517,0.017691,0.0132217,0.0107909,0.0123073,0.0054027,0.00912369,0.00413469,0.00803801,0.0120665,0.00625618,0.00484645,0.00792288,0.00591721,0.00952544,0.00427862,0.0082854,0.00973585,0.00978313,0.00865418,0.00598655,0.002821,0.00914873,0.0131533,0.0128415,0.00855495,0.00912937,0.00929799,0.00761044,0.0172922,0.0177371,0.00940919,0.00915736,0.00395751,0.0156365,0.00228554,0.0227448,0.00324961,0.00255721,0.00348022,0.00685022,0.0041158,0.0081817,0.013955,0.0146284,0.0100613
121,0.0130358,0.00333194,0.0275423,0.0120398,0.0114799,0.0144198,0.0112868,0.00392191,0.00295808,0.019838,0.0129519,0.00886041,0.0100358,0.00664541,0.0174561,0.00960144,0.00485873,0.00494295,0.00757057,0.00611314,0.00915794,0.00710032,0.0185613,0.00469674,0.00689972,0.0061143,0.0089041,0.0153487,0.00798248,0.00912487,0.00935158,0.00808602,0.0256104,0.0242333,0.00931054,0.00440825,0.00761182,0.00987822,0.00795413,0.0123923,0.00719671,0.0195371,0.00444756,0.00741029,0.0245273,0.00722228,0.0118995,0.0157923,0.0196855,0.0208757,0.022086,0.0159212,0.0202722,0.00646158,0.00718739,0.0101959,0.0152902,0.014194,0.0102549,0.0103092,0.0176835,0.0131906,0.00990858,0.0114182,0.00550468,0.00904322,0.00423662,0.00761597,0.0120453,0.00780789,0.0049796,0.00759216,0.00582648,0.0093045,0.00528155,0.00732926,0.00892996,0.00925343,0.00789573,0.0055304,0.00409708,0.00848631,0.0120517,0.0108363,0.00862451,0.00850333,0.00855433,0.00700676,0.0166516,0.0171386,0.00967013,0.00940938,0.00460284,0.0158677,0.00295184,0.0218066,0.00336984,0.00309004,0.00419056,0.00814566,0.00333363,0.00751496,0.0123511,0.0139792,0.00968515
122,0.0138659,0.00381664,0.0274805,0.011745,0.0111538,0.0150198,0.0122735,0.00436733,0.00332341,0.0198642,0.0128813,0.0084846,0.0099105,0.00646225,0.0160351,0.00866166,0.00436276,0.00615074,0.00826783,0.00706883,0.00933809,0.00682639,0.0153981,0.00548377,0.00657976,0.00727511,0.00932175,0.015339,0.00648951,0.00823388,0.00877709,0.00745668,0.0250765,0.0237116,0.00837146,0.00694306,0.00403773,0.00815246,0.00733575,0.0139454,0.00724372,0.0191404,0.00408543,0.00942261,0.0247455,0.00879011,0.0129553,0.0160745,0.0189785,0.0208293,0.0212183,0.0156102,0.0200946,0.00617282,0.00807566,0.00990736,0.0152306,0.0151002,0.00958531,0.0102643,0.0172404,0.0140751,0.00891382,0.0100564,0.00553841,0.00893778,0.0040422,0.00713656,0.0118249,0.0103809,0.00489263,0.00705336,0.00572562,0.00902976,0.00620009,0.00619811,0.00782211,0.0082918,0.00677711,0.00481683,0.00513069,0.0074267,0.0113566,0.00814392,0.00934805,0.0075895,0.00762086,0.00607135,0.0161885,0.0165514,0.00943638,0.00926684,0.00504825,0.0155448,0.00337582,0.0211403,0.00357305,0.00347637,0.0046357,0.00888708,0.00253301,0.00708627,0.0101456,0.0132059,0.00961162
123,0.0126213,0.00356323,0.0272841,0.0105721,0.0100461,0.0133468,0.0111576,0.00384106,0.00310311,0.0175699,0.0109641,0.00771562,0.00909891,0.00598355,0.0146671,0.00794275,0.00428697,0.00645997,0.00842165,0.00673596,0.00880104,0.00554724,0.0131483,0.00548277,0.00608664,0.00715767,0.0090715,0.0131155,0.00556697,0.00695999,0.00814967,0.00676848,0.0220767,0.0208023,0.00738729,0.00926356,0.00173575,0.00747965,0.00646121,0.0140649,0.00676941,0.0162268,0.0030484,0.0096827,0.0251684,0.00859423,0.0118814,0.0140029,0.0157473,0.0184065,0.0178501,0.0150723,0.0196977,0.00718757,0.00923046,0.00873103,0.0140937,0.0148707,0.00851754,0.0092172,0.0164718,0.0147463,0.00749199,0.00839399,0.00555644,0.00891192,0.00339731,0.00653141,0.0105628,0.012332,0.00455954,0.00632924,0.00558806,0.00872316,0.00589943,0.00470421,0.00637209,0.00684459,0.00533103,0.00401463,0.00567747,0.00575682,0.01025,0.00625498,0.00914158,0.00608572,0.00657983,0.00488935,0.0154433,0.0158394,0.00883533,0.00853443,0.00393317,0.0145668,0.00332281,0.0204961,0.00356737,0.00325125,0.0039943,0.00801228,0.00159512,0.00626132,0.00793497,0.0117685,0.00860669
124,0.0115687,0.00301613,0.0267816,0.00852195,0.00833963,0.0119158,0.0101373,0.00279667,0.00257759,0.0158086,0.00917516,0.00632014,0.00812883,0.00535784,0.0136884,0.00720348,0.00386551,0.00665262,0.00843036,0.00642158,0.00821362,0.00296192,0.0125345,0.00552614,0.00562329,0.00697744,0.00873946,0.0114095,0.00477568,0.00552901,0.00736213,0.00570769,0.0197407,0.0184019,0.00623426,0.00910879,0.00206993,0.00701915,0.00505124,0.0141238,0.00627982,0.0138902,0.00116156,0.00984761,0.0254686,0.00838912,0.0109392,0.0122374,0.0131872,0.0164685,0.0151799,0.0143938,0.0191955,0.00737125,0.00933059,0.00648022,0.0127788,0.0136043,0.00686496,0.00712691,0.0153899,0.0156272,0.00592955,0.00653683,0.00530313,0.00883657,0.00203503,0.00574721,0.00779086,0.0132479,0.00373687,0.00532229,0.00523153,0.00833314,0.00487691,0.00287531,0.00471006,0.00490851,0.00363639,0.00495222,0.00617587,0.00349708,0.00830173,0.00497288,0.00800622,0.00395342,0.00553835,0.00376081,0.0142854,0.0150562,0.00820298,0.00711453,0.0019563,0.0126437,0.00285129,0.0199481,0.00332787,0.00263905,0.00283895,0.00594651,0.00299959,0.00641442,0.00577579,0.00964622,0.00639631
125,0.0115449,0.002729,0.0259385,0.00678235,0.00721654,0.0116966,0.0101196,0.002214,0.00246547,0.0154691,0.00858149,0.00481108,0.00871075,0.00501331,0.0129016,0.00618716,0.0032274,0.00696625,0.00835855,0.00679196,0.00798425,0.00218516,0.0125642,0.00593926,0.00526642,0.00726637,0.00860195,0.0110482,0.00348416,0.00452979,0.00673466,0.00446882,0.0191256,0.0176928,0.00516796,0.00710252,0.00392229,0.00572647,0.00370928,0.0146699,0.00636793,0.0133036,0.00174416,0.0104647,0.025726,0.00882707,0.0109808,0.0118337,0.0125687,0.0160212,0.0143082,0.0139601,0.0189467,0.00709757,0.00810661,0.0046702,0.0123811,0.0123042,0.00513491,0.00633648,0.0142846,0.0164249,0.00480451,0.00503005,0.00483139,0.00856589,0.000621439,0.00508563,0.00511442,0.0138693,0.00274598,0.00427401,0.0048207,0.0078934,0.00428954,0.00165211,0.00329559,0.00322275,0.00229774,0.00636917,0.00655486,0.00160363,0.00611921,0.0051684,0.00688725,0.00212925,0.0048338,0.00305745,0.0134046,0.0144847,0.00812492,0.0057833,0.00135863,0.0106361,0.00249004,0.0196017,0.00330911,0.00241161,0.00226018,0.00438702,0.00461108,0.00728104,0.00456557,0.00769683,0.00568685
126,0.00952264,0.00287593,0.0247519,0.0056763,0.00691167,0.00963397,0.00850474,0.00237356,0.00254555,0.0135954,0.00814492,0.0036283,0.0102758,0.00509606,0.0121637,0.00481406,0.00289832,0.00579528,0.00715493,0.00583657,0.00716154,0.00349529,0.0127487,0.00470203,0.00390753,0.00644349,0.00779024,0.00934779,0.00173324,0.00399722,0.00618881,0.00319132,0.0163297,0.0152306,0.00424253,0.00524576,0.00674559,0.00367687,0.00267297,0.013513,0.00640932,0.0110447,0.00321398,0.00888343,0.025818,0.00758591,0.00916309,0.00968371,0.0106728,0.0135827,0.0117813,0.013826,0.0189634,0.00770289,0.00602056,0.00375045,0.0126762,0.012113,0.00381128,0.00751462,0.0133808,0.0165357,0.00394946,0.00404529,0.00432378,0.00799342,0.000670221,0.00455188,0.003865,0.0143481,0.00210051,0.00356192,0.00432769,0.00720951,0.00478178,0.0010851,0.00244122,0.002032,0.00118021,0.00697222,0.0071063,0.000589817,0.00377636,0.0070286,0.0056607,0.00101831,0.00451335,0.00242972,0.0130111,0.014049,0.00847605,0.00550445,0.00202569,0.00929571,0.00264424,0.0193603,0.00324993,0.00249424,0.00246393,0.00498862,0.00521196,0.00698215,0.0049516,0.00625483,0.00704498
127,0.00652256,0.00310048,0.0238859,0.00536473,0.00713033,0.0065748,0.00593013,0.00268666,0.00260925,0.011531,0.00841304,0.00284099,0.0113341,0.0054134,0.0115346,0.00326231,0.00343102,0.00382544,0.00532347,0.00394099,0.00586877,0.00419541,0.0134959,0.00231571,0.00194996,0.00481819,0.00654803,0.00704606,0.00163579,0.00385247,0.00537936,0.0018564,0.0126037,0.0120144,0.00339341,0.00579989,0.00977355,0.00272462,0.00166285,0.0114471,0.00674879,0.00770328,0.00379198,0.00598865,0.0254257,0.00516462,0.00624563,0.00663264,0.00791654,0.00999036,0.00862688,0.0136376,0.0188947,0.00933531,0.00428538,0.0036619,0.0131824,0.0120621,0.00318074,0.00881949,0.0128373,0.0158823,0.0029597,0.00384633,0.0037623,0.00732251,0.00128243,0.00400008,0.00427092,0.0152194,0.00155718,0.00304958,0.00371147,0.00640761,0.00548813,0.0018168,0.00215264,0.00151112,0.000452398,0.0075848,0.00766968,0.000885548,0.0033637,0.01002,0.00468825,0.00092001,0.00451448,0.0018839,0.0128404,0.0136845,0.00900519,0.00573983,0.00297539,0.00904281,0.00289641,0.0190379,0.00300645,0.00258964,0.00282561,0.00612053,0.00594272,0.0064302,0.00669935,0.0056058,0.00831498
128,0.00400467,0.00290607,0.02375,0.00589195,0.00765166,0.00388406,0.0035356,0.00245957,0.00234692,0.0109533,0.00786861,0.00225072,0.0114003,0.00577557,0.0109158,0.00206211,0.0045041,0.00227548,0.00378849,0.00267202,0.00477252,0.00367907,0.0136048,0.000744191,0.00117672,0.00320913,0.00546166,0.00455331,0.00263983,0.00407208,0.00447001,0.00104149,0.00999115,0.0091806,0.00268682,0.0071327,0.0112559,0.00274518,0.00110029,0.010301,0.00742535,0.00454733,0.00390056,0.00351244,0.0246897,0.00281818,0.00364145,0.00396175,0.00547802,0.0066523,0.00704626,0.0133362,0.0187081,0.0105355,0.00453168,0.00362994,0.0135858,0.0116077,0.00276511,0.00916493,0.0126121,0.015284,0.00220786,0.0041821,0.00314914,0.00670753,0.00174602,0.00340311,0.00447961,0.0164248,0.00105109,0.00251684,0.0030447,0.00572322,0.00518492,0.0032391,0.0021095,0.00158305,0.00122307,0.00797218,0.00762532,0.00172653,0.00531543,0.0123865,0.00509085,0.00145488,0.00462526,0.00172546,0.0124991,0.0132592,0.00942065,0.00604212,0.0030002,0.00927319,0.0026569,0.0184589,0.00260003,0.00231098,0.00262411,0.00609489,0.00634892,0.00633287,0.00828971,0.00594207,0.00809105
129,0.00357993,0.00214311,0.0240535,0.00637696,0.0079467,0.00356745,0.00305041,0.00163977,0.00170543,0.0119094,0.00616843,0.00173454,0.0110215,0.00595687,0.0101956,0.00147619,0.00548203,0.00155512,0.00315323,0.00288672,0.0044762,0.00288365,0.0132564,0.00138818,0.00166735,0.00258577,0.00508972,0.00242301,0.00323366,0.00418844,0.00380698,0.00137462,0.0100792,0.00822415,0.00220497,0.0078856,0.011757,0.0025879,0.00138636,0.0105942,0.00762103,0.004103,0.00419122,0.00297371,0.0241412,0.0021717,0.00325122,0.00375403,0.00509318,0.00555227,0.00841047,0.0130745,0.0185285,0.0111953,0.00527197,0.00373096,0.0136553,0.0110574,0.00212189,0.00893235,0.0123154,0.0153507,0.00205261,0.00409446,0.00283116,0.00642173,0.0019397,0.00302824,0.00439468,0.0159862,0.00119727,0.00224789,0.00265566,0.00542308,0.00416263,0.00335157,0.00202715,0.00150682,0.00137213,0.00767668,0.00669434,0.0018875,0.00578201,0.0126873,0.00461408,0.00147676,0.00484818,0.00164213,0.0122533,0.0130777,0.00942695,0.00629449,0.00209735,0.00908452,0.00201237,0.0181915,0.00235628,0.00167544,0.001758,0.00525355,0.00604792,0.00652786,0.00867481,0.0060829,0.00734455
130,0.00405888,0.00139109,0.0242229,0.00654902,0.00804926,0.00412031,0.00341622,0.000884258,0.00144687,0.012709,0.005235,0.00153717,0.0108927,0.0060667,0.00979616,0.00137574,0.00598455,0.00137084,0.00305262,0.0031627,0.00435808,0.00252937,0.0128112,0.0016615,0.00167617,0.00261666,0.00498535,0.00220744,0.00356015,0.00405146,0.00355373,0.00171692,0.0105721,0.00808537,0.00192239,0.00854552,0.0120121,0.00238155,0.00158515,0.0110355,0.00758196,0.00463199,0.00452008,0.00341396,0.0239517,0.00249767,0.00373564,0.00434791,0.005434,0.00562951,0.00938508,0.0130017,0.0184889,0.0116143,0.00588863,0.00367464,0.0138284,0.0102104,0.00168764,0.00874549,0.0121904,0.0156669,0.00225561,0.00378163,0.00263807,0.00606664,0.00267915,0.00258558,0.00409658,0.0146109,0.00201381,0.00190921,0.00239695,0.00513306,0.00276835,0.00259249,0.00183308,0.00126883,0.0011056,0.00759444,0.00533771,0.00163182,0.00525282,0.0116031,0.00361728,0.00122948,0.00491513,0.00160655,0.0120868,0.0130319,0.00954523,0.00670671,0.00147229,0.00881931,0.00146957,0.0181443,0.00260412,0.00140179,0.000810013,0.00406128,0.00607691,0.0072637,0.00820241,0.0061029,0.00687719
131,0.00418025,0.00210825,0.0243062,0.00675464,0.00813348,0.0041158,0.00335098,0.00195353,0.00243083,0.0128778,0.00517177,0.00195286,0.0107589,0.00604859,0.00978995,0.00175454,0.00562128,0.00145327,0.00316207,0.00304405,0.0042139,0.00232123,0.0118123,0.00149912,0.00133824,0.00267318,0.00494338,0.00242789,0.00289294,0.00378109,0.00380916,0.00153991,0.0104918,0.0077974,0.0019895,0.00856918,0.011108,0.00131164,0.00131456,0.0111261,0.00750137,0.00435476,0.00426811,0.00362451,0.0240456,0.00251304,0.00372528,0.00433177,0.00513842,0.00539946,0.00927142,0.0130535,0.0185339,0.0112389,0.00623453,0.00356528,0.0141975,0.0089706,0.0018247,0.00850552,0.0123553,0.0154878,0.00245274,0.00404835,0.00262685,0.00582049,0.00362,0.00236234,0.00391634,0.0134819,0.00275039,0.00165027,0.00244398,0.00500504,0.00230391,0.00192914,0.00175163,0.00137861,0.000933222,0.00851138,0.00483542,0.00152814,0.00534257,0.0107606,0.00322367,0.00117223,0.00479994,0.00165159,0.0120642,0.0130346,0.0100029,0.00691289,0.00288484,0.00905108,0.00218059,0.0180501,0.00335732,0.00237135,0.00186919,0.00318808,0.00723863,0.00858202,0.0080387,0.00660846,0.00642372
132,0.00337782,0.002274,0.0243761,0.00719128,0.00820415,0.00317157,0.00269621,0.00210472,0.00256242,0.0121047,0.00622179,0.00260743,0.0104314,0.00606259,0.0100103,0.00252024,0.00491487,0.00186333,0.00338919,0.00265431,0.00413876,0.0018465,0.0110162,0.00110946,0.00101647,0.00283208,0.00504323,0.00299245,0.00174207,0.00348847,0.00433978,0.0015448,0.00935023,0.00703893,0.00252691,0.00822172,0.00965772,0.00032968,0.00132778,0.0106702,0.00741348,0.00318076,0.00369609,0.0031388,0.0242247,0.00217796,0.00293178,0.00333135,0.00429261,0.00452111,0.0081863,0.0133044,0.0187565,0.010503,0.0063983,0.00349956,0.0142361,0.00880369,0.00214144,0.00815125,0.0124999,0.0154738,0.00306004,0.00428688,0.00263308,0.00585902,0.00378029,0.0024744,0.00409043,0.0124685,0.00286934,0.00158775,0.00247822,0.00511542,0.00239169,0.00124724,0.00178998,0.0014589,0.000902919,0.00862972,0.00482898,0.0013229,0.00567986,0.00982136,0.00329887,0.00123471,0.0047162,0.00136366,0.0122233,0.0130793,0.010062,0.00693147,0.00301208,0.00937757,0.00232758,0.0180955,0.00347353,0.00250066,0.00202222,0.0030664,0.00737319,0.0087317,0.00777062,0.00720931,0.00565429
133,0.00248406,0.00175376,0.0246612,0.00781051,0.00818577,0.00211652,0.00209193,0.00154266,0.0020858,0.0111039,0.00760905,0.00315021,0.00982593,0.00608378,0.010148,0.00381521,0.00454755,0.00253266,0.00376439,0.00214663,0.0040768,0.00130182,0.00988262,0.00101869,0.000925281,0.00309827,0.00524146,0.00419489,0.00111568,0.00304029,0.00509677,0.00241389,0.00806025,0.0064207,0.00324159,0.0085881,0.00778508,0.00198221,0.00189452,0.00995786,0.00733116,0.00192066,0.00327282,0.00260346,0.0246063,0.00201959,0.00208008,0.00222013,0.00348173,0.00388584,0.00702915,0.0136165,0.019034,0.00999154,0.00733889,0.00372973,0.0138979,0.00957872,0.00220783,0.00749727,0.0124279,0.0159095,0.00366104,0.00424164,0.00284165,0.00615643,0.00347356,0.00279658,0.00441801,0.0118771,0.00284037,0.00179661,0.00263581,0.00541642,0.00248353,0.000782404,0.00168872,0.00129842,0.000870245,0.00774894,0.0045038,0.00103678,0.00572212,0.00874433,0.00357522,0.00112779,0.00464215,0.00102098,0.0123905,0.0131648,0.00962332,0.00686812,0.00189806,0.00944174,0.00196533,0.0182257,0.00333556,0.00205454,0.00138186,0.00320462,0.00634277,0.00810737,0.00726094,0.00741587,0.00435879
134,0.00189105,0.0016762,0.0250142,0.00827533,0.00830417,0.00136368,0.00159597,0.00147421,0.00200566,0.0107123,0.00841492,0.0031733,0.00949799,0.00622634,0.0101832,0.00467589,0.00476532,0.00288316,0.00381443,0.00194055,0.00383594,0.00149436,0.00926702,0.00151905,0.00120299,0.00311246,0.00517608,0.0049473,0.00210676,0.00284423,0.00533836,0.00302058,0.00721705,0.00582069,0.00345533,0.00940385,0.00630638,0.00371758,0.0021211,0.00949324,0.00758501,0.00109968,0.00335669,0.00226573,0.024629,0.00185282,0.00145694,0.00143045,0.00344772,0.00343901,0.00632025,0.013695,0.0191231,0.00957014,0.00866743,0.00426174,0.0139916,0.00991786,0.00187119,0.0071306,0.0122935,0.0163493,0.00408668,0.00421715,0.00293537,0.00617624,0.00350051,0.00284104,0.00466923,0.0111347,0.00296782,0.00187162,0.00268704,0.00542168,0.0024496,0.000894102,0.00156493,0.00103556,0.000871035,0.00729233,0.00388027,0.000819409,0.00624969,0.00791973,0.00390566,0.000847962,0.00459357,0.000890972,0.0122313,0.0131442,0.0095184,0.00699696,0.0013522,0.0092651,0.00192593,0.0182086,0.00338316,0.00198536,0.00127454,0.0036755,0.00580071,0.00777246,0.0070502,0.00772644,0.00353459
135,0.00138169,0.00255055,0.0254681,0.00881824,0.00856164,0.000803778,0.00110464,0.00214224,0.00252703,0.0106225,0.00884121,0.00310066,0.00915934,0.00639648,0.0100934,0.00512571,0.00505969,0.00312109,0.00375795,0.00182461,0.00362038,0.00179264,0.00920628,0.00202695,0.00171479,0.00297373,0.00511524,0.00519692,0.00296507,0.00284075,0.00521102,0.00327931,0.00676117,0.00536378,0.00341371,0.01033,0.00542401,0.00508597,0.0020984,0.0091148,0.00785379,0.000645448,0.00345881,0.00183706,0.0242992,0.00151806,0.000858428,0.000983482,0.00359718,0.00295831,0.00626952,0.0137319,0.0191829,0.00931624,0.00976765,0.00499034,0.0144817,0.00934497,0.00153981,0.00692213,0.0121411,0.0167277,0.00473534,0.00457123,0.00286256,0.00619475,0.00351798,0.00292986,0.0052557,0.00973998,0.00284026,0.0016615,0.00274328,0.00546076,0.00216661,0.00182084,0.00178688,0.000989992,0.00128264,0.00785313,0.00319096,0.000904121,0.00786196,0.00725021,0.00478952,0.000911832,0.00467814,0.000696704,0.01207,0.0131489,0.00973418,0.00700028,0.00186623,0.00914156,0.00248686,0.018241,0.00359174,0.00244413,0.00202301,0.00368004,0.006251,0.00814216,0.00743402,0.0087293,0.00305845
