Timestep,BLTI,BRTI,C7,CHIN,CLAV,FBBT,FLTI,FRBT,FRTI,LAKI,LANK,LBAC,LBHD,LBWT,LELB,LELS,LELSO,LFBB,LFBT,LFFB,LFFT,LFHD,LFIN,LFLB,LFLT,LFMB,LFMT,LFPI,LFRM,LFWT,LHAP,LHBA,LHEB,LHEE,LHFR,LHME,LHPI,LHTH,LHTO,LKNE,LKNI,LMT5,LSCA,LSHN,LSHO,LTIA,LTIB,LTIC,LTOE,LTOP,LTOS,LUMB,LUMC,LWRA,LWRB,NOSE,RAKI,RANK,RBAC,RBHD,RBWT,RELB,RELS,RELSO,RFBB,RFBT,RFFB,RFFT,RFHD,RFIN,RFLB,RFLT,RFMB,RFMT,RFPI,RFRM,RFWT,RHAP,RHBA,RHEB,RHEE,RHFR,RHME,RHPI,RHTH,RHTO,RIBL,RIBR,RITL,RITR,RKNE,RKNI,RMT5,RSCA,RSHN,RSHO,RTIA,RTIB,RTIC,RTOE,RTOP,RTOS,RWRA,RWRB,THD
94,0.0238869,0.0546682,0.034891,0.0246797,0.0238291,0.0232386,0.0242331,0.0598572,0.0367607,0.0270751,0.0296866,0.0207116,0.0257289,0.0127284,0.0224384,0.014106,0.0117612,0.022887,0.0203392,0.0233132,0.017803,0.0188215,0.0147755,0.0208869,0.0128885,0.0236399,0.0205286,0.0283281,0.011367,0.00837365,0.0156591,0.0175239,0.0208901,0.0197516,0.0129977,0.0146502,0.012262,0.00991084,0.0168958,0.0233499,0.033013,0.0248306,0.0205196,0.0234744,0.0290787,0.0241692,0.0233753,0.0231871,0.0257589,0.0230888,0.0255064,0.0196594,0.0225274,0.0150084,0.00643367,0.0212058,0.0836232,0.0875984,0.0198107,0.0281941,0.0256457,0.00923912,0.0213566,0.0250163,0.012808,0.0117767,0.0107216,0.0108979,0.0255676,0.0198594,0.013255,0.0119836,0.0106408,0.0112574,0.0906477,0.0217099,0.0108423,0.0204423,0.0211635,0.0922052,0.0880602,0.0202175,0.0268944,0.0296644,0.0205076,0.0208049,0.0150455,0.0161755,0.0238756,0.0259079,0.0213922,0.0145286,0.0897453,0.0306162,0.039667,0.0276522,0.0123911,0.0373537,0.065945,0.0924377,0.0881176,0.0893366,0.0267867,0.0264437,0.0236039
95,0.0176933,0.0742456,0.0305001,0.0249495,0.0245045,0.0173997,0.0177828,0.0838667,0.0598167,0.0218063,0.0251919,0.019969,0.0278163,0.0132186,0.0249769,0.0154536,0.0125511,0.0178187,0.0175023,0.0172334,0.0147881,0.0206546,0.0295742,0.0152036,0.00913541,0.0186888,0.0183166,0.023864,0.0164087,0.00778592,0.017027,0.0180778,0.0149016,0.0141101,0.0157335,0.0273093,0.0278902,0.0214714,0.0180485,0.0189305,0.0268761,0.0197234,0.0198641,0.0177627,0.0296406,0.0179395,0.0175108,0.0171524,0.0207079,0.018446,0.019525,0.0223604,0.0258731,0.0242149,0.0137701,0.0214036,0.105925,0.110734,0.0199689,0.0290027,0.0264268,0.00972134,0.0213094,0.0244378,0.01678,0.0165402,0.014908,0.0100886,0.0253431,0.0223789,0.0140216,0.0118941,0.0140069,0.0118048,0.118212,0.0215121,0.00954589,0.0204651,0.0211182,0.116058,0.110648,0.0197475,0.0300258,0.0319567,0.0211851,0.0206321,0.0171419,0.018261,0.0250854,0.0258326,0.0268085,0.03179,0.117326,0.0298706,0.0597562,0.0284343,0.0342349,0.0610547,0.0904734,0.120568,0.114445,0.117744,0.0272997,0.027021,0.0250516
96,0.00903657,0.080239,0.0267011,0.0251775,0.0243631,0.00887448,0.0092435,0.0898246,0.0709458,0.0155884,0.0182175,0.0192816,0.0285353,0.0140181,0.0267052,0.0165085,0.0133789,0.0118173,0.0137896,0.00948307,0.0103201,0.0219353,0.0370413,0.00840106,0.00618898,0.0122613,0.0146787,0.0158441,0.0196944,0.0081285,0.0171034,0.0179702,0.00691144,0.00696776,0.0167487,0.0327926,0.0339938,0.0272222,0.0181654,0.014865,0.0188618,0.0112777,0.0190745,0.00958686,0.0302312,0.0101203,0.00905881,0.00859458,0.0125637,0.0102354,0.0111907,0.0247916,0.0287662,0.0281013,0.0189348,0.0220462,0.106262,0.111239,0.0201372,0.0291637,0.0269975,0.0106118,0.0196126,0.0223267,0.0307283,0.0202667,0.035226,0.0141709,0.0256057,0.0206365,0.0312967,0.0169628,0.0277746,0.0128289,0.117362,0.018697,0.00842096,0.0196663,0.020043,0.112636,0.108109,0.0181459,0.0266224,0.0289405,0.0175876,0.0197754,0.0182586,0.0199548,0.025322,0.0255084,0.0434962,0.0494837,0.116639,0.0288521,0.0703322,0.0292273,0.05214,0.0722983,0.0949649,0.119609,0.113233,0.117018,0.023659,0.0239512,0.0260122
97,0.00322071,0.0735891,0.0228689,0.0247172,0.0229532,0.00347383,0.00588513,0.0806328,0.0682274,0.0132293,0.011314,0.0175175,0.0270741,0.0146214,0.0260898,0.0156791,0.0120126,0.010422,0.0119344,0.00668022,0.00619455,0.0215338,0.0365602,0.00826939,0.00876304,0.00840591,0.011014,0.00814104,0.0186888,0.00963132,0.0156245,0.0162138,0.00520303,0.00497379,0.0156919,0.0275436,0.0310718,0.0258929,0.0165923,0.0159084,0.0133512,0.00501938,0.016951,0.00560731,0.0296098,0.00803958,0.00466234,0.00335623,0.00707257,0.0024273,0.0081434,0.0261542,0.0306185,0.0248946,0.0173203,0.0219942,0.090827,0.0963392,0.0190022,0.0277082,0.026527,0.0134427,0.0174358,0.0192087,0.0367324,0.0197054,0.0438159,0.0146664,0.0251219,0.0155372,0.0394423,0.0193357,0.0329566,0.0110673,0.0979607,0.0146099,0.00791572,0.0181265,0.0179639,0.0920844,0.0896358,0.0162814,0.0184759,0.0214811,0.0121638,0.0183156,0.0183205,0.0209093,0.0239473,0.0241606,0.0509253,0.0557827,0.0973237,0.0261738,0.0684093,0.0289529,0.0568881,0.0694449,0.0837772,0.099667,0.0939195,0.0971976,0.0174272,0.019221,0.0251346
98,0.00522005,0.0588707,0.0211616,0.0239163,0.0216064,0.00548272,0.007456,0.0634477,0.0556536,0.0130161,0.00862532,0.016157,0.0253492,0.0150135,0.0249296,0.0150566,0.0105603,0.0112131,0.0109617,0.00796921,0.00378211,0.0206591,0.0344869,0.010978,0.0119994,0.00661979,0.00753042,0.00399425,0.0168652,0.0115966,0.0145068,0.0147566,0.00904013,0.00919599,0.0147016,0.0205114,0.0257568,0.0239824,0.0152568,0.0174646,0.0094993,0.00384548,0.0150429,0.0070232,0.028851,0.00927412,0.00626859,0.00585093,0.00465928,0.0041617,0.00850627,0.0268696,0.0316378,0.0200548,0.0149276,0.0216394,0.0698933,0.0752925,0.0180614,0.0262952,0.02556,0.0173107,0.0169836,0.0176296,0.0326948,0.0147339,0.0397452,0.0102459,0.0245746,0.013533,0.0362313,0.0165558,0.0282837,0.00614553,0.0729573,0.0132647,0.00887113,0.0173259,0.0168345,0.0673957,0.0665055,0.0158792,0.0124999,0.0140109,0.0119276,0.0177802,0.0182095,0.0218185,0.0226295,0.0229664,0.0460576,0.0499365,0.0725136,0.023843,0.0565184,0.0283547,0.0492549,0.0566541,0.0652159,0.074365,0.0692664,0.0722473,0.0131573,0.0178047,0.0241327
99,0.011796,0.0431325,0.021732,0.0217743,0.0195316,0.012361,0.0121087,0.0461841,0.0410736,0.0148484,0.0138574,0.0151181,0.0232905,0.0149516,0.0230945,0.0140831,0.00894972,0.013503,0.0105902,0.0120665,0.00583545,0.0188783,0.0317505,0.0156093,0.0161175,0.00676646,0.00388934,0.0120382,0.0147382,0.0133411,0.0133136,0.0133787,0.0160744,0.0169816,0.013338,0.0157698,0.020854,0.0220026,0.0138749,0.0200623,0.00608186,0.0118664,0.013252,0.0126462,0.0285156,0.0130167,0.0122487,0.0128314,0.0106558,0.0146834,0.0122461,0.0264589,0.0313361,0.0159771,0.01295,0.019966,0.0508657,0.0555876,0.0168631,0.0243949,0.0241523,0.0186561,0.0160817,0.0159978,0.0248123,0.00885675,0.0309957,0.00619031,0.0229231,0.0174072,0.0288735,0.0128178,0.0196704,0.0036163,0.0507621,0.0130246,0.00914903,0.0155845,0.0150933,0.0457224,0.0455998,0.0146022,0.0142225,0.0112085,0.0154927,0.0161114,0.0174595,0.0210332,0.0211932,0.0211513,0.0366081,0.0393414,0.0505415,0.0219397,0.0424297,0.0265782,0.0375567,0.0419599,0.0471413,0.0520213,0.0475583,0.0504152,0.0119848,0.0185547,0.0226988
100,0.0190843,0.0318952,0.0220297,0.0175707,0.0157959,0.0203263,0.0186042,0.0338499,0.0307913,0.0206185,0.0205345,0.0125812,0.0200905,0.0134758,0.0200231,0.011679,0.006189,0.0167521,0.0109387,0.0170368,0.00932129,0.0150107,0.0282745,0.0203985,0.0191894,0.00976897,0.00326389,0.0215126,0.0116167,0.0136171,0.0106997,0.0106853,0.0246422,0.0252355,0.0104428,0.0122086,0.0161772,0.0191084,0.0110404,0.0242051,0.00861592,0.0216946,0.0101,0.0192724,0.0277722,0.0186362,0.0196828,0.0208508,0.0205201,0.0247522,0.0207331,0.0243426,0.0293676,0.0116711,0.0106736,0.0158804,0.037595,0.0417601,0.0140982,0.0208767,0.021351,0.0188021,0.0137589,0.0129495,0.0190303,0.00466726,0.0249539,0.00715264,0.0188818,0.0200856,0.0236393,0.0112314,0.0137236,0.00634301,0.0344103,0.011598,0.00842551,0.0122084,0.0118523,0.0301136,0.0308254,0.0117069,0.0170095,0.0104602,0.0174813,0.0127559,0.0150032,0.0185083,0.0186253,0.0182882,0.0293172,0.031746,0.0345054,0.0185185,0.0319561,0.0239877,0.0291481,0.0314724,0.0343933,0.0360617,0.0313438,0.0347613,0.0110117,0.0182699,0.0193582
101,0.0247901,0.02356,0.0233501,0.01124,0.00969507,0.0266319,0.0231437,0.0246417,0.0232649,0.0273392,0.0265669,0.00715302,0.014415,0.0101645,0.013248,0.00589073,0.00237679,0.0170051,0.00938533,0.0185795,0.0126386,0.00835068,0.0202871,0.0214157,0.0191751,0.0108607,0.00673109,0.0286208,0.00451076,0.0128074,0.00550717,0.00474847,0.033571,0.0335784,0.00462914,0.00395452,0.00956714,0.0111679,0.00525226,0.0253425,0.0101519,0.0297239,0.00440087,0.022691,0.0266443,0.0212734,0.0248692,0.0276254,0.0285512,0.0329049,0.0291819,0.0198484,0.0251475,0.00705228,0.0044015,0.00947848,0.0274471,0.031566,0.00837499,0.0144786,0.0158212,0.0202413,0.0102842,0.00779266,0.0147034,0.00300389,0.0210598,0.0103825,0.0120368,0.021653,0.0200762,0.0122736,0.00997752,0.00859172,0.0216919,0.00963273,0.00778821,0.006445,0.00666703,0.0183401,0.0199065,0.00710085,0.0179786,0.00929605,0.0176358,0.00747918,0.00976256,0.0138803,0.0149972,0.0147659,0.0232942,0.0259923,0.0220438,0.0120666,0.023966,0.0210108,0.0229921,0.023697,0.0249553,0.0238525,0.0186304,0.0230167,0.008506,0.0163308,0.0131829
102,0.0318366,0.0160428,0.0266389,0.00562934,0.00499262,0.0345749,0.0281358,0.0160991,0.0161232,0.0376204,0.0361383,0.00488754,0.0105825,0.00879458,0.00611483,0.00559946,0.00929045,0.0158706,0.00793349,0.0184647,0.0159989,0.00387865,0.0118156,0.0205921,0.0180718,0.0113282,0.0111594,0.0391446,0.00519366,0.0133354,0.00594145,0.00491772,0.0465239,0.0457982,0.00570287,0.00698088,0.0105592,0.0015416,0.0051466,0.0248657,0.0110121,0.0411591,0.00617742,0.0253012,0.0273704,0.0228328,0.0306628,0.0366087,0.0402678,0.0442508,0.0413894,0.0152971,0.0206223,0.0121586,0.00731883,0.00514877,0.0176333,0.0220624,0.00422333,0.00896291,0.00932783,0.0242912,0.0100265,0.00549589,0.0114594,0.00775693,0.0176553,0.0141446,0.00536799,0.0229553,0.0171444,0.0149074,0.00808843,0.0116746,0.00965632,0.0110316,0.0097188,0.0039517,0.00625834,0.0101768,0.0112203,0.00581513,0.0188051,0.00963918,0.0176337,0.00569437,0.00455424,0.00956896,0.0140414,0.0143717,0.0173077,0.0198778,0.0102053,0.00518985,0.0167739,0.0207567,0.0171098,0.0163298,0.0160841,0.0118128,0.00834907,0.0136914,0.00734342,0.0151332,0.00888809
103,0.0409755,0.0123521,0.0313808,0.00804527,0.00896287,0.0452474,0.0347194,0.0113373,0.0121726,0.0520541,0.0497311,0.00944639,0.0120962,0.0107601,0.00704767,0.0110432,0.0159386,0.0148324,0.00833553,0.0181081,0.0185163,0.00858097,0.0132476,0.0196918,0.0172624,0.0115021,0.0147766,0.0550883,0.0129136,0.0149906,0.0111963,0.0110586,0.0641139,0.0622384,0.011704,0.0163068,0.0192823,0.00917173,0.0109317,0.025109,0.0123636,0.0577435,0.0126049,0.0285674,0.0285241,0.0250204,0.0384458,0.0486613,0.057643,0.0604269,0.0584217,0.0117381,0.0165169,0.0202847,0.0145541,0.00884356,0.0120617,0.0153875,0.0076555,0.00911234,0.00576474,0.0275588,0.0119135,0.00825249,0.0116234,0.0121921,0.0164825,0.0172896,0.00575647,0.0231922,0.016477,0.0179644,0.00980429,0.014272,0.00462828,0.013321,0.0133174,0.00860275,0.0106199,0.0128706,0.0105406,0.00888031,0.0174724,0.0103364,0.0162752,0.00912667,0.00661023,0.00736171,0.0159977,0.0168592,0.0145471,0.0157778,0.00575356,0.0067724,0.0132217,0.0222091,0.0140379,0.0121966,0.0108641,0.00452887,0.0100244,0.0128767,0.00709152,0.0133887,0.00996466
104,0.0505666,0.0120269,0.035751,0.0130731,0.014343,0.0567452,0.0418291,0.0106846,0.0112764,0.0678602,0.0648419,0.0148539,0.0167183,0.0147785,0.0122638,0.0157529,0.0210266,0.0135237,0.00977428,0.0173967,0.019904,0.0145123,0.0191263,0.0183733,0.0165344,0.0111439,0.0173091,0.0736549,0.0185231,0.0174835,0.0160234,0.0163285,0.0836377,0.0803448,0.0166639,0.0218233,0.0257703,0.0153171,0.0161639,0.0253551,0.0136316,0.0768074,0.0184716,0.0314842,0.0301841,0.0273394,0.0467903,0.0616835,0.077954,0.0786394,0.0779588,0.0110621,0.0142546,0.0256638,0.0195557,0.0143854,0.0118774,0.0114401,0.0126918,0.0136697,0.0084245,0.0296946,0.0143278,0.0119664,0.0128068,0.015582,0.0158444,0.0191225,0.0112792,0.0224355,0.0160142,0.0197625,0.0120467,0.0160938,0.011211,0.0153542,0.0167257,0.0135729,0.0150151,0.0192855,0.0151496,0.0128226,0.0140702,0.0111088,0.0139514,0.0133308,0.0125485,0.009181,0.0193657,0.0205401,0.0135872,0.0127717,0.0119241,0.0120113,0.012403,0.0247646,0.012854,0.0111283,0.0100943,0.00994025,0.0169588,0.0179297,0.00809514,0.0109324,0.0150244
105,0.0564504,0.014194,0.0404703,0.0182182,0.0192972,0.0641579,0.0467225,0.0132045,0.0119543,0.0784463,0.0743651,0.0200977,0.020256,0.0187209,0.0170843,0.0199142,0.0255825,0.0126383,0.0111379,0.0172905,0.0196722,0.0188524,0.0228057,0.0174899,0.0161073,0.0108312,0.0180019,0.0864268,0.0228808,0.0195198,0.0202355,0.0212576,0.0967484,0.0922643,0.020967,0.0244349,0.0294387,0.0190389,0.0211181,0.025996,0.015232,0.0901822,0.0235943,0.0327124,0.0309144,0.0293381,0.0522166,0.070135,0.0926826,0.0907395,0.0919185,0.0127627,0.0141573,0.028978,0.0231019,0.0189142,0.0150488,0.0129513,0.0172224,0.0172374,0.0122391,0.0309114,0.016052,0.0144717,0.0127023,0.0171334,0.0131561,0.0182591,0.0154229,0.0222515,0.0135341,0.0186374,0.0122438,0.0160192,0.0193503,0.0167024,0.0182967,0.0170518,0.0180868,0.026221,0.0221269,0.0153944,0.0131205,0.0116835,0.0131539,0.0160956,0.0180998,0.011464,0.0223942,0.0232254,0.0122208,0.00877028,0.0190959,0.017355,0.013211,0.0262095,0.0115106,0.0117348,0.0130562,0.0176893,0.0242062,0.0232824,0.00886493,0.0102274,0.0179036
106,0.0513002,0.0183668,0.0432268,0.0221763,0.0228097,0.0590439,0.0437466,0.0187699,0.0148483,0.0727139,0.066964,0.0232086,0.0223278,0.0205148,0.0199345,0.022919,0.0286696,0.0128601,0.0118017,0.0181644,0.0186043,0.0213542,0.0230782,0.0179429,0.0164118,0.0112341,0.0172528,0.0797145,0.025839,0.0203135,0.0228507,0.0244074,0.0894008,0.0847666,0.0238194,0.0273168,0.031477,0.0217665,0.024251,0.0270333,0.0167684,0.0840706,0.0264075,0.0297217,0.0303338,0.0289381,0.0484111,0.0645225,0.0871888,0.0836351,0.0859361,0.0140814,0.0148429,0.0316117,0.0264179,0.0217315,0.0212183,0.020272,0.0196067,0.0193459,0.0145263,0.0302007,0.0157019,0.0144655,0.0112207,0.0161691,0.0103052,0.0158145,0.0178274,0.021693,0.0102759,0.0156501,0.0107686,0.0140426,0.028664,0.0159423,0.0182465,0.018436,0.0188585,0.0332918,0.0299115,0.0158848,0.0132062,0.0103675,0.0126535,0.0167257,0.0213432,0.0121996,0.0238339,0.0238724,0.0121925,0.00610889,0.027497,0.0208851,0.0162591,0.0254014,0.0115561,0.0149072,0.0192872,0.026805,0.0322404,0.0294767,0.0072366,0.00933089,0.0186519
107,0.0348932,0.0220347,0.0455039,0.0266318,0.0261833,0.0403724,0.0322838,0.0236228,0.0187024,0.0495374,0.0415905,0.024565,0.02405,0.0204371,0.0205868,0.0237482,0.0293392,0.0145189,0.0120142,0.019473,0.0177531,0.0243353,0.022562,0.0194156,0.0170002,0.0126063,0.0162255,0.0506657,0.0266554,0.0202584,0.0237356,0.025353,0.0593669,0.0559983,0.0248376,0.0303377,0.0323346,0.0236136,0.0254225,0.0279428,0.0176609,0.0555255,0.0276876,0.0233433,0.0288028,0.0256336,0.0346554,0.0436008,0.0582079,0.0548534,0.0568676,0.0138319,0.014535,0.0330044,0.0281441,0.0253656,0.0272164,0.0250901,0.0208775,0.0216842,0.0155627,0.0270442,0.0144846,0.0141924,0.0102694,0.0142691,0.0114327,0.0148941,0.0215927,0.0204779,0.00903299,0.0131857,0.0109589,0.0125994,0.0342271,0.0141769,0.0181042,0.0198889,0.0189213,0.037932,0.0348303,0.0168388,0.00901426,0.0100297,0.0109885,0.017422,0.0227027,0.012705,0.0248981,0.0245627,0.0149547,0.00836618,0.0330364,0.0240711,0.0194122,0.0239671,0.0142724,0.0188776,0.0246169,0.032436,0.037418,0.0343179,0.00753969,0.00576017,0.020212
108,0.016941,0.0211254,0.045739,0.0291763,0.027862,0.0181822,0.0179015,0.0229454,0.0188961,0.025034,0.0141108,0.023773,0.0248051,0.0190555,0.0192687,0.0218855,0.027285,0.0153737,0.011827,0.0190269,0.0170494,0.0256736,0.0215688,0.0197199,0.0171263,0.0126785,0.0154378,0.0152653,0.0248538,0.0193993,0.0223555,0.0236777,0.0236064,0.0215672,0.0234319,0.0305255,0.031272,0.0228448,0.0241,0.0273519,0.0167849,0.0203097,0.0270311,0.0169255,0.0265876,0.0199474,0.0180836,0.0184588,0.0228616,0.0194719,0.0201728,0.0124236,0.0136628,0.0317662,0.0268795,0.0274534,0.0277106,0.0227373,0.0208542,0.023291,0.0160769,0.0234714,0.0144032,0.0158218,0.00934128,0.0119413,0.0133986,0.0149698,0.0242153,0.0209636,0.00911963,0.012297,0.0114526,0.0115592,0.0315391,0.0147387,0.0181314,0.021317,0.019453,0.0355803,0.0325646,0.0187115,0.00570884,0.0154294,0.011407,0.0190838,0.0220539,0.0135022,0.0245993,0.024984,0.0170761,0.0106483,0.0307857,0.0256892,0.018745,0.0231158,0.0153197,0.0189814,0.0239987,0.029915,0.0350294,0.032243,0.0133503,0.00719447,0.0214069
109,0.0190592,0.0169365,0.0437287,0.0297189,0.0278156,0.0178262,0.0123212,0.0185781,0.015552,0.0309155,0.0298416,0.0215305,0.025887,0.0175895,0.016655,0.0180306,0.0232767,0.0141668,0.0120796,0.0148792,0.0161053,0.0262124,0.0184276,0.0169565,0.016531,0.010442,0.0151062,0.0274946,0.020471,0.0179203,0.0197016,0.0200986,0.0267975,0.0248738,0.0204029,0.0265077,0.0267651,0.0192282,0.0212194,0.0239949,0.0148009,0.0245555,0.0255731,0.0144997,0.02486,0.0123387,0.0139887,0.0192472,0.026964,0.0224438,0.024766,0.0118034,0.0144204,0.0269538,0.0229342,0.0279809,0.0243243,0.0174633,0.0193481,0.0245074,0.0160764,0.0222446,0.0141997,0.0164308,0.0074104,0.0095896,0.0127468,0.0140799,0.0254157,0.0228763,0.0082074,0.0117435,0.0100428,0.0100416,0.0252119,0.0157806,0.0172407,0.0212156,0.0192738,0.029182,0.0264598,0.0191607,0.00976888,0.0196333,0.0133744,0.0196921,0.0197711,0.0135455,0.0224546,0.0240013,0.0166745,0.0105305,0.0244816,0.0249314,0.0152047,0.0223567,0.0131467,0.0156129,0.0194464,0.0236091,0.0287759,0.0255907,0.0167637,0.0103693,0.0227925
110,0.0352256,0.0118321,0.0391683,0.0265596,0.0244301,0.0373608,0.0241139,0.0129029,0.0107876,0.0529682,0.0562425,0.0177862,0.0236729,0.0162103,0.013834,0.0143361,0.0195302,0.0112705,0.0119885,0.00821981,0.0141798,0.0233293,0.0152955,0.011222,0.013955,0.0075291,0.0143721,0.0586166,0.0167016,0.0154206,0.0160777,0.0161165,0.0554691,0.0526037,0.0165793,0.0240972,0.023133,0.0161961,0.0174249,0.0187398,0.0148528,0.0546195,0.0219363,0.0191755,0.0237446,0.00972618,0.0283191,0.0410917,0.0570769,0.0525992,0.0555015,0.0115789,0.0156342,0.0233587,0.0201628,0.0248482,0.0195807,0.0120534,0.0154949,0.0219434,0.0149621,0.0212016,0.0120131,0.0140486,0.00580603,0.0081331,0.0100712,0.0115067,0.0225804,0.0233514,0.0065366,0.00984964,0.00759904,0.00797835,0.0182712,0.0146294,0.0141174,0.0180908,0.016504,0.0212313,0.0189113,0.0166282,0.0120811,0.0209982,0.0133404,0.017014,0.016444,0.0113809,0.0185712,0.020513,0.0148839,0.00909511,0.0168948,0.0208427,0.0111244,0.0197427,0.0095287,0.0109106,0.0133558,0.0166716,0.0212288,0.0171462,0.0170222,0.010644,0.0204042
111,0.047641,0.00764135,0.0338745,0.0217631,0.0196231,0.0524384,0.0358786,0.00836013,0.00701889,0.0687683,0.0744972,0.0128269,0.0192408,0.0141714,0.0108274,0.0101494,0.015164,0.00935247,0.0120675,0.00538442,0.0129149,0.0180266,0.0113911,0.00578003,0.0108087,0.00843312,0.0139545,0.0805441,0.0124582,0.012072,0.0114376,0.0113501,0.0746469,0.0710495,0.0117842,0.0218055,0.0191314,0.0128964,0.0124703,0.014241,0.0193923,0.0758619,0.0165738,0.0262357,0.0227332,0.0166309,0.0413161,0.0571936,0.0786995,0.0737067,0.0764541,0.0113614,0.0165152,0.0199673,0.0172049,0.0195793,0.0168476,0.0102325,0.0107052,0.0172658,0.0138069,0.0191165,0.00927139,0.011361,0.00426987,0.00660447,0.00767695,0.00868401,0.01745,0.023875,0.00483499,0.00760176,0.00539294,0.00577751,0.0132222,0.0131259,0.0104791,0.0139765,0.0129016,0.0149842,0.0134932,0.0133224,0.0146535,0.0223366,0.0133669,0.0132938,0.0124412,0.00844238,0.0141436,0.0162208,0.0132599,0.008292,0.0113108,0.0160171,0.00747187,0.0165434,0.00649005,0.00709779,0.0086442,0.0126207,0.0148066,0.0110976,0.0172092,0.0112048,0.0150129
112,0.0557978,0.00541399,0.0300917,0.0176597,0.015293,0.0621693,0.0453687,0.00582494,0.00498529,0.0768117,0.0842069,0.00804334,0.015322,0.0116368,0.00932039,0.00588926,0.0104269,0.0128502,0.0129362,0.0130511,0.0122113,0.0134275,0.00852118,0.0105896,0.00928883,0.0136282,0.013354,0.0922852,0.00733696,0.00802279,0.00719169,0.00661533,0.083563,0.0796807,0.00691911,0.0168903,0.0129992,0.00868775,0.00777196,0.0167312,0.027302,0.0870759,0.0117985,0.0347089,0.0227467,0.0268716,0.0512426,0.0668578,0.089882,0.0850411,0.0871687,0.0120499,0.0176997,0.0146941,0.0135427,0.0149991,0.0155533,0.0115843,0.00598964,0.0132598,0.0124669,0.0175985,0.00551104,0.00724623,0.00282911,0.0051437,0.00536824,0.00531009,0.0132091,0.0209272,0.00274717,0.00434347,0.00348421,0.00353473,0.0100254,0.0093467,0.00584678,0.00926019,0.00850738,0.0110743,0.0110414,0.00896502,0.0117406,0.0190842,0.00991625,0.00874256,0.00828428,0.00482835,0.0110868,0.0128972,0.0118275,0.00723048,0.00773959,0.0119521,0.00524832,0.0151805,0.00467627,0.00495194,0.00612553,0.010225,0.0100132,0.00817563,0.013785,0.00823745,0.0105425
113,0.0595116,0.00383469,0.0274482,0.0152133,0.0123365,0.065813,0.0516461,0.00394315,0.00326996,0.0763471,0.0851453,0.00469203,0.0133404,0.0102528,0.0113854,0.00589234,0.00744808,0.0211659,0.0152359,0.0241149,0.0132604,0.011088,0.012485,0.0217848,0.0124101,0.0211386,0.0132177,0.0927372,0.00566,0.00434744,0.00590488,0.00446163,0.0815923,0.0782389,0.00465364,0.0131961,0.00766618,0.00918911,0.00522919,0.026415,0.0369249,0.0871178,0.009075,0.0434745,0.0236633,0.0373325,0.057108,0.0694285,0.0893534,0.0856018,0.08656,0.0144068,0.0199975,0.00904411,0.013024,0.0122414,0.0146944,0.0130724,0.002001,0.0108743,0.011813,0.0181822,0.00381514,0.00232241,0.0024943,0.0047995,0.00294963,0.00232872,0.0107224,0.0164787,0.00111805,0.000962784,0.00228244,0.00293731,0.00826321,0.00486122,0.000832085,0.00485133,0.00461554,0.00775981,0.00901751,0.00480124,0.00597402,0.0131677,0.00520012,0.00466424,0.00462456,0.00260617,0.00960503,0.0111468,0.0104729,0.0065412,0.00544155,0.00842733,0.00374411,0.0160578,0.00326045,0.00324958,0.00421078,0.0091016,0.0057793,0.00673704,0.00860523,0.00404068,0.00867785
114,0.0531598,0.00356199,0.0258661,0.0139457,0.0107405,0.0578325,0.0477432,0.00382415,0.00322234,0.0639428,0.0736731,0.00319622,0.0125586,0.00956097,0.0151101,0.00866251,0.00699633,0.0239456,0.014515,0.0276779,0.0120942,0.0101332,0.0197808,0.0259783,0.0137006,0.0228314,0.0109255,0.0786596,0.0091144,0.00240875,0.00681801,0.00544014,0.0664267,0.0643332,0.0057954,0.0151634,0.00982382,0.0143385,0.00522606,0.0295715,0.038957,0.0728328,0.00787382,0.0433724,0.0243638,0.0384978,0.05209,0.0600335,0.0743661,0.0718665,0.0717549,0.0165288,0.0219661,0.00670136,0.0159616,0.0107669,0.0143781,0.0136722,0.00177521,0.0095258,0.0121504,0.0187661,0.00523736,0.0018449,0.00341605,0.00576269,0.00264034,0.00336227,0.00925202,0.0127541,0.00248686,0.00325627,0.00307784,0.00452788,0.00860272,0.0025542,0.00332577,0.00209118,0.00301469,0.00642061,0.00796664,0.00257693,0.00429306,0.00876063,0.0031321,0.002829,0.00191111,0.003823,0.00923508,0.0109905,0.00995621,0.00649906,0.00577486,0.00623508,0.00393569,0.0176364,0.00358624,0.00338165,0.00401384,0.00992931,0.00461847,0.00669053,0.00613213,0.00476415,0.00809978
